reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,sentiment
07c59893-a53a-439e-8de6-322c0456aadb,Amanda Moraes,https://play-lh.googleusercontent.com/a/AGNmyxYQrsnQbV3jSUUXQopq5QxG7_G74cEMTKIMrYFd=mo,"Péssimo, aparece promoções e cupons que no finalizar sempre da erro! Aplicativo muito ruim",1,1,9.195.2,2023-03-11 23:19:33,,,newest,br.com.brainweb.ifood,0
a0408d7a-d66a-4b6c-925a-b03e2c393630,davi menichelli,https://play-lh.googleusercontent.com/a/AGNmyxa3IkctkmUU-6Vu4uQmsATuERoig3WfJHbaOt4=mo,"Não funciona para pagamento pelo cartão de crédito, não gera pedido e te cobra. Só funciona com pagamento na entrega. Ainda trava muito e me fez ficar 2hs pra fazer um pedido, vários erros pra conseguir selecionar o tipo de pagamento. Depois de muito custo, desinstalar e instalar novamente e limpar todo pedido e pedir novamente , aí sim funcionou, mas me fez perder pontos de fidelidade, ou seja, as promoções são ótimas, mas o aplicativo tem que melhorar muito.",1,67,3.8.6,2022-08-21 00:02:48,"Olá, você pode enviar mais detalhes dessa situação para o e-mail habibs-android@alphacode.com.br gostaríamos de entender melhor a situação junto a nossa equipe técnica para lhe ajudar. Obrigado Equipe Habib's.",2022-08-26 14:39:57,most_relevant,habibs.alphacode.com.br,0
31665bd2-033e-4acf-8f77-5022aaf2970f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Melhor aplicativo de Fastfood. O aplicativo traz vários cupons de desconto com preços em conta em comparação com a concorrência, além disso detém de todas as informações que usuário necessita. Em relação aos hambúrgueres são saborosos. Alguns podem avaliar bem o free refil do refrigerante, porém era para ser oferecido a opção de suco que não seja apenas uma caixinha.",5,544,2.8.4,2019-02-26 01:42:10,,,most_relevant,burgerking.com.br.appandroid,1
df27610b-dc7b-470f-abde-41bfe6332ecb,Claudenir Teixeira,https://play-lh.googleusercontent.com/a-/ACB-R5RJeZWvVJnjYUNXl1lpUpWP3jkC-XA4G80Pq5iH,"Fica em um eterno carregamento de tela, e o sistem de rastreamento e pior que eu já vi.",1,0,,2023-03-09 02:52:14,,,newest,com.vanuatu.aiqfome,0
6056cebb-9557-4da3-b89c-771a4a4dd45f,Tiago Silva,https://play-lh.googleusercontent.com/a-/ACB-R5QUIx7B_IrNVO6ikx2_zRP4eIeHE16ke900vk1cvA,Extraordinário,5,0,9.197.1,2023-03-12 17:48:10,,,newest,br.com.brainweb.ifood,1
0e9a4ac2-8953-416c-847a-7b66455451c5,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Esse aplicativo é tão ruim que resolvi sair de casa pra comer. Eu já tinha desistalado pq não gostava das notificações. Não permite navegar por outros restaurantes sem perder o pedido que já fiz enquanto decido. Não tem fotos dos pratos na lista. Sem contar que a maioria dos restaurantes cadastrados aqui não descreve os pratos direito, deixa só uns nomes esquisitos pra gente adivinhar (aí até pode ser falha do restaurante, mas os do iFood estão bem descritos, então não pode ser só coincidência)",2,0,0.5.4,2018-12-22 14:31:53,"Oi Lu, de que cidade você é? Manda um e-mail pro leo@aiqfome.com que eu vou ter o maior prazer do mundo em te atender pra saber mais detalhes e ver o que podemos fazer pra melhorar. Fico no aguardo do seu contato! 😊",2019-01-09 18:40:28,most_relevant,com.vanuatu.aiqfome,0
5475116c-94f8-4b86-b6a8-917cd6e3934f,Sérgio dos Santos,https://play-lh.googleusercontent.com/a-/ACB-R5SVmdy68RTGe1LwP20k3GMma2oydNBSLVGjWPc0R6A,"Precisa ter mais atenção na entrega, pois entregaram em uma casa do lado e não confirmou a identidade nem o número da casa só entregou para qualquer pessoa, e como esse mundo e de pessoas não honesta a pessoa só confirmou que era eu para levar o produto, se eu não saiu e falo para o entregador iria entregar errado, Sugestão: precisa muda na hora da entrega, como a pessoa que fez o pedido recebe um código e a entrega só finalizar quendo a verdadeira pessoa que comprou passa o código na entrega.",2,4,23.5.1,2023-02-11 00:01:45,,,newest,com.cerveceriamodelo.modelonow,0
a0a533c3-4975-4e6a-bef7-aa44693c0f44,Ana Delmas,https://play-lh.googleusercontent.com/a/AGNmyxZAADFOlu6f5IXlLlFWX8qfHaFy4kfFQvAZgXZT=mo,"Estou REVOLTADA com esse aplicativo. Fiz um pedido e o restaurante só aceitava o pagamento pelo cartão. A cobrança foi feita e o pedido cancelado pelo restaurante. Fui informada que o reembolso só seria feito no prazo de 30 DIAS! Naquele momento eu não tinha mais dinheiro na conta, não fui reembolsada e fiquei sem poder pedir em outro lugar! No MINIMO eles deveriam disponibilizar o valor no app para podermos comprar em outro restaurante. Isso é um absurdo!",1,30,9.186.1,2023-01-06 20:37:39,,,most_relevant,br.com.brainweb.ifood,0
e3c59089-4ebc-4e33-8b69-1b10b70b985a,Cljeronimo Silva,https://play-lh.googleusercontent.com/a-/ACB-R5TzFbmsJQzYYx4j0HY9x5HVgL97uAga_pdFvHKB-Is,"Se pudesse daria zero estrela. Aceitam qualquer espelunca como fornecedores e quando vc pede, não tem o produto. Depois de dois pedidos aceitos e enviados, cancelaram sem a menor explicação. Lixo de aplicativo. Depois de quase duas horas de espera, feito em outro telefone, as bebidas chegaram quentes. Nunca mais!!!!",1,24,23.5.1,2023-02-27 17:40:05,,,most_relevant,com.cerveceriamodelo.modelonow,0
3b4e4d26-3842-4b39-a594-1b4944860b8d,Maycon Sanches,https://play-lh.googleusercontent.com/a-/ACB-R5SnKsSw6FtdsyN3GF5Tq2WAb6z5FA4nFiEMrRmd,"O frente é muito alto comparado com a concorrência, pensem nisso. Mas gosto bastante do layout do aplicativo e também do preço dos itens nos mercados, talvez por uma taxação menor, que nesse caso o coloca a frente. Outra coisa que me incomoda é pedir algo que esteja disponível no aplicativo e o RAPPI chegar lá e não encontrar, acontece todas as vezes. Deveria aparecer como indisponível nesses casos, porque isso altera o valor da compra no final.",4,34,6.8.20200512-11457,2020-05-21 19:31:44,,,most_relevant,com.grability.rappi,1
b37296e5-987c-4e1c-8b34-00f5a0147b0f,Victor Oliveira,https://play-lh.googleusercontent.com/a-/ACB-R5RBiuwLcDxkd8lZRV48riAFZlhhHhWMpN9Z1GdPYg,"Assim como nos outros apps da 99, senti falta de chat de atendimento. E, como ainda não há serviço de entrega na minha região, por segurança eu quis deletar a conta que criei, mas ao tentar deletar você é informado que a sua conta da 99 também será deletada. Não considero essa uma forma coerente de manter o cliente.",1,0,2.0.28,2023-02-25 11:12:02,,,newest,com.xiaojukeji.didi.brazil.customer,0
1ada6718-751c-461c-b479-c8a647a10244,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Cobranças não são explicadas de forma clara e valor final do pedido pode ficar muito mais caro que o esperado pelo cliente. Interface do aplicativo confusa e mal planejada, dificultando encontrar até mesmo as conversas em aberto com a central de ajuda. Só não dou 1 estrela pq a ideia do aplicativo é muito boa e muito prática, mas é necessário reformular a forma de cobrança para simplificar e esclarecer o funcionamento das diversas taxas e variações de preço, sem falar das cobranças de validação.",2,7,5.29.20190708-4333,2019-07-14 13:47:30,"Olá, isso não costuma acontecer. Por favor, entre em contato conosco abrindo uma solicitação pelo seu App, queremos entender o que houve para que isso não se repita. Prezamos pela qualidade dos nossos serviços de delivery de supermercado e lojas de conveniência.",2019-07-14 22:10:48,most_relevant,com.grability.rappi,0
feb4c6cc-ceab-4458-be2c-a5a3e3bb856d,Bruno Rodrigues,https://play-lh.googleusercontent.com/a-/ACB-R5QIuIry_PnXFP5bTafHar_nPoNfmIMqrgtpA336,Boa app. Apesar dos preços estarem mais caros.,4,0,6.149.10002,2023-02-05 18:55:47,,,newest,com.ubercab.eats,1
7f399dad-403f-40cd-a105-2caedf02f621,Johny Martiniano,https://play-lh.googleusercontent.com/a-/ACB-R5SMxzoi_R80YL68IhtZikqA6tgSADoCccLYwX6ksA,Política falha. Você faz um pedido e chaga a atrasar mais de 1h e não tem o direito de cancelar.,2,0,9.195.2,2023-03-04 18:04:31,,,newest,br.com.brainweb.ifood,0
8bb2b8fe-d9f1-4a53-ac22-0e9c85f74b42,ARIVALDO COSMOS MERLIM COSMOS MERLIM,https://play-lh.googleusercontent.com/a/AGNmyxZfpgA7TWF3ZEaM1vT9FqaQSUYRkgy10ABMX7wW=mo,o pedido de hj não chegou! fui obrigado a cancelar o pedido,1,0,23.5.1,2023-03-04 00:05:23,,,newest,com.cerveceriamodelo.modelonow,0
670424e1-edce-4345-b6e8-4d88a7911c59,Shirleny Menezes Rodrigues,https://play-lh.googleusercontent.com/a-/ACB-R5RORY7ydpBJYlsCM2YWRxGZybzoVYPmPKkxtxlODwI,"Algumas taxas de entrega de estabelecimentos estão com divergência na página, no app aparece um valor mas ao se realizar um pedido a taxa altera. Por favor, verifiquem isso. Recentemente fiz um pedido a taxa de entrega era $5 mas quando fui fazer o check out, a taxa foi p $10",4,0,1.2.56,2021-02-12 01:30:33,,,most_relevant,com.xiaojukeji.didi.brazil.customer,1
0adb0b79-ac66-4111-8d5e-752302fb1d06,Marcelo Rosa,https://play-lh.googleusercontent.com/a/AGNmyxYBzyOgKo4wDHuMiJCerP0L0IsJLIDkFez4ixQY=mo,os cupons gerados no aplicativo poderiam ser usados no aplicativo também e não somente presencial,4,0,3.20.0,2023-01-07 18:52:44,,,most_relevant,com.mcdo.mcdonalds,1
98fe009e-f29c-498f-9479-baadfc5ea9be,ianca cintian,https://play-lh.googleusercontent.com/a/AGNmyxaMJJdtdUCN3vc5_i9kgvImucCN4r90KU6CF0M4=mo,frete muito caro,2,0,,2023-02-16 22:17:45,,,newest,com.cerveceriamodelo.modelonow,0
82d6f53f-5f85-4fcd-b179-7640bd086634,Adelmo Henrique da Silva,https://play-lh.googleusercontent.com/a-/ACB-R5S5Vng-VV0oGeC_zKIvoKA4BBxIAbhpdjo_wkJH,"Oi fui aprovado na 99 food entregador e já ganhei um kit estou muito feliz, sou da região de Recife-PE muito obrigado....",5,0,,2022-07-21 10:40:01,Ficamos muito felizes em ter você como um parceiro! 💛✨,2022-07-21 12:43:59,newest,com.xiaojukeji.didi.brazil.customer,1
5a84e79b-2c0b-43f9-86ae-88a48afafe20,Danilo Tiburço,https://play-lh.googleusercontent.com/a/AGNmyxaVPiUCwV3AxJOGAObvprVIsIa3qy7isuvXGn-x=mo,"Aplicativo ficou péssimo. Oferecem cupom que não dá pra usar, agora mesmo estou tentando usar o cupom pra mercado e não consigo, na hora de finalizar da erro, colocamos 100 reais ma carteira pra usar nesse pedido e vou fazer o que com esse dinheiro parado agora? e na plataforma não tem onde falar com o ifood. Péssimo.",1,0,9.197.1,2023-03-12 17:54:20,,,newest,br.com.brainweb.ifood,0
8a9ed487-4b61-42c4-b9eb-26f893dc9e79,Kelly Damasceno,https://play-lh.googleusercontent.com/a/AGNmyxade26Nh858Crtgsjc1daqRfznDtbOcuuNOIP2s=mo,Péssimo nn chega um pedido certo a ainda temos que pagar,1,0,2.0.22,2022-12-19 23:49:22,"Olá, Kelly!
Isso não deveria acontecer.
Fale com a nossa equipe de atendimento no Messenger: m.me/pede99food (digite o link no seu navegador), para conseguimos ajudar você com o procedimento de reembolso.
99Food: Entrega de comida online para a sua fome!",2022-12-21 20:16:41,newest,com.xiaojukeji.didi.brazil.customer,0
b731371e-a895-446e-8788-308954f78098,Igor Felipe,https://play-lh.googleusercontent.com/a-/ACB-R5Qn0OUzU-3SXyMBkUxVv9a9_g6llW0V5L9Qbjw1Jg,Meu clube BK parou de funcionar. Não existe mais aba de cupons.,2,1,,2023-01-20 22:36:04,,,newest,burgerking.com.br.appandroid,0
f8a566c5-27f6-495f-80f0-0cdd829d3fe7,ELIANA Bmg,https://play-lh.googleusercontent.com/a/AGNmyxZl-SgSKtHwUQ7QrvmPHFoTy5y76jD0uoRD8U8n=mo,"Só não dou as 5 estrelas porque precisa parar de cobrar taxa cada vez que cadastra um cartão, mesmo que seja reembolsado os outros apps não cobram isso. Agradeço que de vez em quando me enviam créditos.",4,0,7.37.20221109-69775,2022-11-13 00:24:51,,,most_relevant,com.grability.rappi,1
aae82fbd-3c1a-4cfb-85f7-2ebabe489fa3,Jailza Lucena,https://play-lh.googleusercontent.com/a-/ACB-R5Rp3x60PcwiQSH20JSpIoMwAFcW7H5ZkjCRCbJq,"O aplicativo. Não tem muita opção, e na hora que vc compra pelo cupom de desconto só online,, e o restaurante não entrega. Ou da um problema. O dinheiro demora demais para ser devolvido..um descasso",2,0,,2022-12-16 13:59:52,,,newest,com.vanuatu.aiqfome,0
99f623c9-6533-4717-849c-eecc12085c82,Hugo Assis,https://play-lh.googleusercontent.com/a/AGNmyxbR5MgRaYYRMNGQJltNv35tfityweCkQL9vXkm8=mo,"O aplicativo e bom mas tem um erro. Ao finalizar um pedido se a pessoa esquecer de mudar o endereço não e mais possível que ela edite o endereço para corrigir o erro, dessa forma se a pessoa no tiver como entrar em contato com o restaurante pelo número que eles deixam o erro ainda vai continuar. O aplicativo deveria ter um chat direto com o restaurante após a gente finalizar o pedido e também deveria ter como editar o pedido após finalizar a compra pelo menos editar o endereço de entrega.",2,0,0.6.6,2020-09-18 19:02:11,"opa Hugo, tudo bem? não é um erro, nós não colocamos essa ferramenta de alteração para não ocorrer trotes na entrega do restaurante...mas antes de finalizar o pedido na ultima tela aparece o endereço onde vai ser entregue, é só confirmar 😊",2020-09-19 21:32:22,most_relevant,com.vanuatu.aiqfome,0
cc49ebd3-3dc3-4277-928a-c9d922e710cd,Gerond Oliveira,https://play-lh.googleusercontent.com/a-/ACB-R5TlrxtHmMcSDUx7QSYOCDpLusKLRGz6GY9xP-aNs-c,Anos que tento usar mas sempre informa que em breve chegará em minha região...,2,0,7.35.20221008-69231,2022-10-23 23:47:01,,,newest,com.grability.rappi,0
8837e10c-260a-44eb-9a72-757851df5a24,Canal Do Mafayzer,https://play-lh.googleusercontent.com/a-/ACB-R5Q4xKxFaWFr0Z7TvA5O1_MpHMAKdavgWMbDJ6tbVw,Pior App possível...te roubam na cara dura e o suporte ajuda inclusive,1,0,7.44.20230222-71549,2023-03-02 13:45:45,,,newest,com.grability.rappi,0
63e39b7e-965b-4a8a-9f85-c20625b0fd42,Adila Freire,https://play-lh.googleusercontent.com/a/AGNmyxapkJPw-o5ACUeDsX9Q1kMH4E02bIpnPWCOcwy4=mo,"É muito bom , só a forma de pagamento que deveria ter mais opção, e os cupons deveria ser gratuitos pq a gente já paga a taxa do app pra pagar as refeições!!",4,1,9.195.2,2023-03-05 23:53:13,,,most_relevant,br.com.brainweb.ifood,1
37dfc8cf-c5f4-4d64-acaf-aa6f3c6cdce1,Angela Silva,https://play-lh.googleusercontent.com/a-/ACB-R5SJjVPIZDUQq1QoSwsdMgIiXMQwAI15D_zGs9DGunY,"Aplicativo funciona muito bem. Rápido e seguro. A unica observação e para o modo de pesquisa, ao tentar realizar por item, precisa enquadrar em uma categoria, se não fizer, não gera pesquisa.",4,0,9.197.1,2023-03-11 12:26:54,,,most_relevant,br.com.brainweb.ifood,1
f9318bfa-0a86-4dfe-a66e-600150778876,Patrick Bueno,https://play-lh.googleusercontent.com/a-/ACB-R5QhNf61Y4Rmn7oIn2UfLpTxuCFVujQiXvVsgo_HuGk,"O BK está cancelando meus pedidos sem motivo nenhum, ele confirma a compra o dinheiro é enviado mas depois eles cancelam o pedido. A entrega não é feita e o dinheiro não volta automaticamente, só volta depois de alguns dias. Isso está horrível. É ridículo!!!",1,1,3.12.1,2023-01-13 21:30:12,,,most_relevant,burgerking.com.br.appandroid,0
c6c1c450-9715-421a-972c-5aa8b88bc8b0,Karine Dos santos nepomoceno,https://play-lh.googleusercontent.com/a/AGNmyxaG5WsM3S2YUjkMpXyB424b_qLZgc2wOPkcrRHX=mo,"Combos na medida certa, lanche perfeito e o app tem vários descontos. Recomendo.",5,2,3.10.37,2022-11-18 15:52:17,,,most_relevant,burgerking.com.br.appandroid,1
b0a19db3-b228-419a-bc5c-329b6491437e,Rosalia F Jesus,https://play-lh.googleusercontent.com/a/AGNmyxZ1EZuhwtPIk5VeSDRSiNP8mCQyPiTVXoGW1ZEq=mo,Tok tok show,5,0,,2023-02-25 18:45:35,,,newest,com.grability.rappi,1
99c0e430-0a0d-4af1-bcff-821bf720d758,Claudia Hasselmann,https://play-lh.googleusercontent.com/a-/ACB-R5RLABQQJvhb0GF-nVUmTzGNnRTCZTWDpjCkGHdsj6c,Já foi bom.,2,0,6.129.10001,2022-10-07 22:47:53,,,newest,com.ubercab.eats,0
a71f5bb7-067a-4b1d-8a53-dadd41716cc9,Henrique Carvalho,https://play-lh.googleusercontent.com/a-/ACB-R5Spkp80AJAF1544MBXmnO9_pI1jw8-cvOamH0NH,"Estou percebendo uma.melhora continua... Obg pela resposta...isso faz a diferença _____ Não tenho o que reclamar do App.. Somente acho que deveriam melhoram p sistema de pontos para incentivar mais. É olha q já melhorou bastante, mas continuo achando que tinha ter opções melhores para incentivo dos clientes.",5,0,3.10.0,2023-01-13 23:33:46,"Olá, obrigado pelo seu feedback. Ele é muito importante para nós. Seu report já foi encaminhado para nossa equipe. Pedimos desculpas por qualquer transtorno. Abraços, equipe Habib's!",2023-01-16 12:50:14,most_relevant,habibs.alphacode.com.br,1
423c16a8-8830-4fac-a9bb-6f15cbfbeafa,Diogo Ereira,https://play-lh.googleusercontent.com/a/AGNmyxaDIbI4eZtPy8eXCQneIeJIk29WGWpP0GSijA8=mo,Ver gud fud,4,0,6.141.10001,2022-12-10 20:52:44,,,newest,com.ubercab.eats,1
891314e7-17bd-42b2-a951-31e6dbf6920b,Bruna Teixeira,https://play-lh.googleusercontent.com/a-/ACB-R5QtfwAKd1NjYLW-kxltQYS5bhD_Ra_U4pkA_m9jOw,"Péssimo! De início eu achei bom porque tem boas promoções, mas o aplicativo é horrível! Todas as coisas são muito confusas. Um endereço errado foi adicionado por causa do meu GPS e eu não consigo excluir. Pra piorar, toda vez que eu peço algo, manda pra esse endereço errado, mesmo eu trocando na hora de fazer o pedido. Dessa última vez tentei entrar em contato com o entregador e nunca consegui. Ele me ligou e a ligação caía com 1 seg. E até hoje não estornaram o valor ainda!",1,214,1.2.80,2021-06-11 13:27:08,,,most_relevant,com.xiaojukeji.didi.brazil.customer,0
fbb1ce01-32fc-4cd0-b335-96a07cb2534a,Abilio Ribeiro Da Silva Neto,https://play-lh.googleusercontent.com/a/AGNmyxbh0tc3_RnoI7oxVDbk2CZv1xIaenYcvXh-eYpW=mo,Estou refazendo minha avaliação. Falta para o app uma opção para reclamar de pedidos cancelados . Tive problemas pois por duas vezes esperei pelo pedido que foi cancelado na última etapa . Motoboy e distribuidores que fazem isso sem motivo tem que ser penalizados . Falta de respeito com clientes,2,2,23.5.1,2023-02-28 00:40:18,"Oi Abilio, você pode encaminhar um e-mail com o ocorrido para atendimento@ze.delivery , por favor? Nosso time de atendimento irá verificar o que aconteceu e poderá te ajudar. Abraços, Equipe Zé Delivery.",2020-12-17 14:54:28,most_relevant,com.cerveceriamodelo.modelonow,0
46e82cc0-29df-4bae-a8e5-2e5e78b93d32,Maria Pereira Dunda,https://play-lh.googleusercontent.com/a-/ACB-R5TP-s0svpU-UlWxx1jhZrKz-MHW5vmE_juRGUzRIg,"Gostei muito do App, mas achei um bug(Erro) que vc não consegue finalizar o pedido. Tipo fica adicionar forma de pagamento quando escolhe ele manda você escolher de novo, sendo que você já colocou o cartão. Mas tirando isso eu gostei da funcionalidade do saldo Ifood,obrigada por ler.",4,0,9.186.1,2023-01-02 00:13:05,,,most_relevant,br.com.brainweb.ifood,1
27dfb8a2-8a2a-498a-bb74-2d85b05a2a06,Walter Carvalho,https://play-lh.googleusercontent.com/a-/ACB-R5SHGmUjhrukWh7Zz99MzrHzCTFbJS6i84yzpFNkNA,"Problema ao adicionar itens do cupom de desconto, informa que o item está indisponível. Dificuldade em adicionar forma de pagamento. Incompatibilidade com alguns dispositivos Android.",2,0,3.9.3,2022-11-06 00:46:25,"Olá, você pode enviar mais detalhes dessa situação para o e-mail android@deliveryhabibs.com.br gostaríamos de entender melhor a situação junto a nossa equipe técnica para lhe ajudar. Obrigado Equipe Habib's.",2022-11-07 18:45:03,most_relevant,habibs.alphacode.com.br,0
